sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,False,True,0,Pensionista,Secundário,Separado,Casa,59,0.0,1.0,1048.9,6.955497274967558
F,True,True,1,Assalariado,Secundário,União,Casa,34,2.243835616438356,3.0,996.37,6.904118674544554
F,True,True,0,Pensionista,Secundário,Casado,Casa,65,0.0,2.0,16186.44,9.69192913367233
F,False,True,0,Assalariado,Secundário,Casado,Casa,39,4.9013698630137,2.0,3809.46,8.245242725792313
F,True,False,0,Empresário,Secundário,Casado,Governamental,57,24.03287671232877,2.0,6126.52,8.720382167890824
F,False,True,2,Empresário,Superior completo,União,Casa,36,1.6027397260273972,4.0,2946.26,7.9882918483896805
F,False,False,0,Empresário,Secundário,Separado,Casa,49,4.027397260273974,1.0,15675.45,9.659851073223022
M,True,True,0,Servidor público,Secundário,Casado,Casa,45,7.7315068493150685,2.0,7684.54,8.946965797317182
F,False,True,1,Assalariado,Secundário,União,Com os pais,31,1.7945205479452055,3.0,2084.85,7.642452189198877
F,False,False,0,Assalariado,Superior completo,Casado,Governamental,48,23.36164383561644,2.0,25857.6,10.16035984059438
M,True,False,1,Assalariado,Superior completo,Casado,Casa,33,4.331506849315068,3.0,5385.0,8.591372589590488
M,False,True,0,Empresário,Superior completo,Casado,Casa,34,11.065753424657538,2.0,9743.75,9.184381332806087
F,True,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,1177.32,7.0709959479633
M,False,False,1,Assalariado,Secundário,Solteiro,Casa,46,18.035616438356165,2.0,17049.35,9.7438673588178
F,True,False,0,Servidor público,Superior completo,Solteiro,Casa,46,11.435616438356163,1.0,8481.79,9.045676791416325
F,True,True,0,Empresário,Secundário,Casado,Casa,45,6.7315068493150685,2.0,5568.55,8.62488997587159
F,False,True,0,Servidor público,Secundário,Casado,Casa,49,7.526027397260274,2.0,940.61,6.846528600966234
M,False,False,2,Assalariado,Superior incompleto,Casado,Casa,38,0.7205479452054795,4.0,6037.13,8.705684012439017
M,False,False,0,Assalariado,Secundário,Casado,Casa,32,11.632876712328768,2.0,10357.73,9.245488379835827
M,True,True,2,Assalariado,Secundário,Casado,Casa,53,6.594520547945206,4.0,20912.65,9.948109518012929
F,False,True,0,Assalariado,Secundário,Casado,Casa,26,3.6821917808219182,2.0,6804.58,8.825351193856823
F,False,False,0,Assalariado,Secundário,Casado,Com os pais,44,7.745205479452053,2.0,9509.07,9.160001358959398
F,False,False,0,Pensionista,Superior completo,Viúvo,Casa,56,0.0,1.0,1758.12,7.472000335301222
F,True,False,0,Assalariado,Secundário,Casado,Casa,52,9.668493150684933,2.0,2088.48,7.64419180764048
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,0.0,1.0,3444.94,8.144661766750371
F,False,False,2,Servidor público,Superior incompleto,Casado,Com os pais,31,6.2602739726027385,4.0,1166.92,7.06212307809444
M,True,True,0,Empresário,Superior completo,Casado,Casa,33,8.967123287671232,2.0,44260.54,10.697848814163239
M,True,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,3787.9,8.239567054802277
M,False,True,1,Assalariado,Secundário,Casado,Casa,51,4.035616438356166,3.0,2051.47,7.626311888329059
M,False,True,0,Assalariado,Secundário,Casado,Com os pais,42,21.435616438356163,2.0,18504.74,9.825782194464864
F,False,True,1,Empresário,Superior completo,União,Casa,38,8.473972602739726,3.0,4940.59,8.505240036248772
F,False,False,1,Empresário,Secundário,União,Casa,34,1.0931506849315071,3.0,3861.39,8.25878250126407
M,True,False,2,Servidor público,Superior completo,Casado,Casa,38,17.967123287671228,4.0,16025.55,9.681939602572761
M,False,False,0,Servidor público,Secundário,Casado,Casa,39,0.8657534246575342,2.0,3865.05,8.259729897548453
F,False,True,1,Empresário,Superior completo,Casado,Casa,39,3.6301369863013697,3.0,1668.5,7.4196802981914285
M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,9.090410958904108,2.0,16922.48,9.736398194523591
M,True,False,0,Empresário,Superior completo,Casado,Casa,40,1.4547945205479451,2.0,4254.33,8.355692566799426
M,False,False,0,Servidor público,Secundário,Solteiro,Casa,28,5.457534246575341,1.0,29184.88,10.281406045928222
F,True,False,0,Empresário,Superior completo,Solteiro,Casa,24,2.8794520547945206,1.0,7145.4,8.874224072002004
M,True,True,0,Assalariado,Superior completo,Casado,Com os pais,33,7.128767123287672,2.0,4705.36,8.456457563438846
F,False,False,1,Assalariado,Secundário,Casado,Casa,42,1.1561643835616435,3.0,1240.38,7.123173063265281
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,12.194520547945206,2.0,2518.41,7.831383028990296
M,True,True,0,Assalariado,Secundário,Casado,Casa,50,1.4273972602739726,2.0,5405.51,8.59517408269874
F,False,True,2,Assalariado,Superior completo,Casado,Casa,34,13.424657534246574,4.0,6170.72,8.727570803770348
F,False,True,2,Assalariado,Secundário,Casado,Casa,43,17.087671232876712,4.0,46117.19,10.738941044512933
F,False,True,0,Assalariado,Secundário,Separado,Casa,52,6.0630136986301375,1.0,2655.23,7.884286558925847
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,22,0.7863013698630137,1.0,2808.45,7.940388008716272
F,False,False,0,Servidor público,Superior completo,Solteiro,Casa,46,11.106849315068493,1.0,11184.61,9.322294005189367
F,False,False,1,Assalariado,Superior completo,Casado,Casa,42,25.03013698630137,3.0,1762.56,7.47452257666018
F,True,True,1,Assalariado,Superior completo,Casado,Casa,33,1.9753424657534249,3.0,1558.77,7.351652327705837
F,False,False,1,Empresário,Superior completo,Casado,Com os pais,33,8.964383561643837,3.0,4945.51,8.50623537321809
F,True,True,0,Pensionista,Secundário,Viúvo,Casa,60,0.0,1.0,634.02,6.452080499680994
F,False,True,1,Empresário,Superior completo,Casado,Casa,32,11.18082191780822,3.0,17665.56,9.779372260394654
F,False,True,0,Assalariado,Secundário,Casado,Casa,46,28.38630136986301,2.0,6639.16,8.800740728443822
F,False,False,0,Empresário,Secundário,Casado,Casa,48,11.558904109589042,2.0,3150.78,8.055405320214762
F,False,True,0,Assalariado,Superior completo,Casado,Casa,49,3.424657534246576,2.0,4490.77,8.409779458238093
F,False,True,2,Empresário,Secundário,Solteiro,Casa,31,6.635616438356164,3.0,2661.65,7.886701510220634
F,True,False,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,2794.44,7.935387007733144
F,True,True,0,Assalariado,Secundário,Casado,Casa,40,2.1616438356164385,2.0,4566.15,8.426425678061312
F,False,False,0,Assalariado,Superior completo,Casado,Governamental,45,27.36438356164384,2.0,5498.32,8.612197870014366
M,True,True,0,Assalariado,Superior completo,Casado,Casa,62,2.356164383561644,2.0,1921.59,7.560908247315509
F,False,False,0,Empresário,Secundário,Viúvo,Casa,50,6.934246575342466,1.0,4189.61,8.340362929825137
F,False,True,0,Empresário,Secundário,Casado,Casa,48,3.52054794520548,2.0,4533.0,8.41913925094085
F,False,True,0,Pensionista,Superior completo,Casado,Casa,57,0.0,2.0,1724.44,7.452657639078081
F,False,True,0,Assalariado,Superior completo,Casado,Casa,35,6.367123287671232,2.0,1110.61,7.012664692908875
M,False,True,0,Empresário,Secundário,Separado,Casa,51,10.008219178082191,1.0,3904.11,8.26978512336555
F,False,False,0,Assalariado,Superior completo,Casado,Casa,42,6.123287671232878,2.0,1375.78,7.2267761219895945
F,True,True,1,Assalariado,Secundário,Casado,Casa,48,1.0986301369863014,3.0,2480.48,7.816207368818052
F,True,True,0,Assalariado,Superior completo,Casado,Casa,33,1.8438356164383565,2.0,2283.19,7.733328866895181
F,True,True,1,Assalariado,Superior completo,Casado,Casa,40,4.802739726027396,3.0,2724.52,7.910047544792686
M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,2720.79,7.90867755829664
M,False,True,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493153,3.0,32815.41,10.39865350111592
F,False,True,0,Pensionista,Superior completo,Casado,Casa,54,0.0,2.0,15289.23,9.634903937942784
F,True,False,0,Empresário,Secundário,Separado,Casa,42,18.6027397260274,1.0,3718.4,8.221048747217537
F,False,False,0,Assalariado,Secundário,Casado,Casa,43,4.178082191780821,2.0,1077.82,6.982695761645656
F,False,True,1,Assalariado,Superior completo,Casado,Casa,35,3.6821917808219182,3.0,8940.56,9.098353506026797
M,True,True,1,Assalariado,Superior completo,Casado,Casa,44,5.723287671232876,3.0,4252.5,8.355262324270017
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,52,5.635616438356164,1.0,550.56,6.31093594204917
F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,55,1.8410958904109591,1.0,2087.57,7.643755989096926
F,False,False,0,Assalariado,Secundário,Casado,Casa,44,2.698630136986301,2.0,6176.72,8.728542665220537
M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,17760.72,9.784744556264956
F,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.654794520547945,2.0,1738.53,7.460795207554421
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,6.583561643835616,1.0,8767.25,9.078778467208018
M,True,True,0,Assalariado,Secundário,Casado,Casa,50,6.706849315068491,2.0,2669.66,7.889706402461794
F,True,True,0,Assalariado,Secundário,Casado,Casa,33,1.8438356164383565,2.0,7905.33,8.975292494502794
F,False,False,0,Empresário,Secundário,Casado,Casa,43,24.736986301369864,2.0,5787.32,8.663424596398949
M,True,True,0,Pensionista,Secundário,Separado,Casa,62,0.0,1.0,5337.75,8.58255949484749
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,0.0,1.0,1644.55,7.405222069545139
F,True,True,0,Assalariado,Secundário,Viúvo,Casa,53,7.213698630136986,1.0,7637.98,8.94088844929552
M,True,True,2,Servidor público,Superior completo,Casado,Casa,33,14.931506849315069,4.0,20835.22,9.944400102956074
F,False,True,2,Empresário,Secundário,Solteiro,Casa,37,9.753424657534246,3.0,20519.92,9.92915140064163
M,True,True,0,Servidor público,Secundário,Casado,Casa,53,9.821917808219178,2.0,7477.02,8.919589595865938
M,True,True,0,Assalariado,Secundário,Casado,Casa,28,7.7315068493150685,2.0,1640.51,7.402762448085108
M,True,True,2,Assalariado,Superior completo,Casado,Casa,32,3.5753424657534247,4.0,3130.1,8.048820231905633
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,36,13.54246575342466,1.0,8618.57,9.061674456624466
M,True,False,2,Assalariado,Superior completo,Casado,Casa,43,10.375342465753423,4.0,2240.62,7.714507892265273
F,False,False,0,Assalariado,Superior completo,Separado,Casa,44,19.45205479452055,1.0,15351.7,9.638981496068773
F,False,True,1,Servidor público,Superior completo,Casado,Casa,36,13.136986301369864,3.0,3909.95,8.271279865173863
F,True,False,0,Pensionista,Superior completo,Casado,Casa,37,1.6054794520547946,2.0,1666.82,7.4186728985163874
F,False,False,0,Empresário,Superior completo,Casado,Casa,33,11.043835616438356,2.0,2746.89,7.918224641609485
F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5342465753424657,2.0,3778.43,8.237063858419114
F,False,True,1,Assalariado,Superior completo,Casado,Casa,37,6.0465753424657525,3.0,6184.1,8.729736760899772
F,False,True,0,Assalariado,Secundário,Casado,Casa,46,1.5424657534246575,2.0,5770.13,8.660449889577631
F,True,True,1,Assalariado,Secundário,Casado,Casa,34,1.8575342465753424,3.0,5029.21,8.523018193104864
M,True,True,0,Assalariado,Superior completo,Casado,Casa,44,13.082191780821915,2.0,8383.51,9.03402196019638
M,True,True,0,Empresário,Secundário,Casado,Casa,31,6.665753424657535,2.0,10856.67,9.292534916633132
F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,1838.12,7.51649858914135
M,False,False,1,Assalariado,Superior completo,Separado,Com os pais,29,3.1780821917808217,2.0,10797.14,9.287036563227861
M,True,True,0,Assalariado,Superior completo,Casado,Casa,62,2.356164383561644,2.0,10691.27,9.277182799581889
F,True,True,0,Assalariado,Superior completo,Solteiro,Casa,29,10.602739726027398,1.0,2721.7,7.909011964058885
F,False,True,0,Assalariado,Secundário,Casado,Casa,46,4.049315068493152,2.0,3333.84,8.111880071757243
F,False,False,0,Empresário,Superior completo,União,Casa,25,0.9287671232876712,2.0,368.9,5.91052560460263
F,True,True,1,Empresário,Superior completo,Casado,Casa,30,6.7972602739726025,3.0,4945.99,8.50633242624349
F,False,False,7,Assalariado,Secundário,Casado,Casa,37,4.5178082191780815,9.0,2480.08,7.816046096703264
M,False,True,0,Empresário,Secundário,Casado,Casa,56,0.6,2.0,9009.57,9.106042624713243
F,False,True,0,Servidor público,Secundário,Casado,Casa,49,7.893150684931506,2.0,1135.82,7.035110136022232
F,False,True,0,Servidor público,Superior completo,Casado,Casa,55,0.6109589041095891,2.0,1056.96,6.963152142202425
F,False,False,0,Empresário,Superior completo,Casado,Casa,41,5.005479452054795,2.0,1915.04,7.55749378912506
F,False,True,0,Empresário,Secundário,Casado,Casa,48,6.471232876712329,2.0,1592.5,7.373060387446318
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,52,6.723287671232876,1.0,2669.85,7.889777570040872
F,True,False,0,Empresário,Secundário,Casado,Casa,40,11.854794520547946,2.0,4523.84,8.417116469678668
F,False,False,0,Assalariado,Secundário,Casado,Casa,30,3.326027397260274,2.0,2602.4,7.864189375159142
M,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,32,9.6,1.0,4444.38,8.399395655654727
F,True,True,0,Assalariado,Superior completo,Solteiro,Casa,29,10.602739726027398,1.0,2721.7,7.909011964058885
F,False,True,0,Assalariado,Secundário,Separado,Casa,43,6.594520547945206,1.0,5616.1,8.633392751814924
F,True,True,0,Pensionista,Superior completo,Casado,Governamental,64,0.0,2.0,6618.01,8.797549999510938
F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,2948.29,7.988980620248517
M,True,True,0,Assalariado,Secundário,Casado,Casa,49,0.547945205479452,2.0,4694.91,8.454234222129555
M,False,True,1,Assalariado,Secundário,Casado,Casa,27,3.084931506849315,3.0,5677.18,8.644209909555514
M,True,True,1,Empresário,Superior completo,Casado,Casa,34,9.101369863013696,3.0,10886.78,9.295304488089974
M,True,True,1,Empresário,Secundário,Casado,Casa,41,11.627397260273971,3.0,8602.51,9.059809300123735
F,False,True,1,Empresário,Superior completo,Solteiro,Casa,39,20.126027397260277,2.0,16911.02,9.735720759411159
F,True,True,0,Assalariado,Superior completo,União,Casa,54,12.131506849315068,2.0,4036.61,8.303160509795358
F,False,True,2,Empresário,Secundário,União,Casa,34,4.975342465753425,4.0,439.75,6.086206383617667
F,False,True,2,Assalariado,Secundário,Solteiro,Casa,33,10.186301369863012,3.0,2298.63,7.7400685722720945
F,False,True,0,Servidor público,Superior completo,Separado,Casa,50,5.287671232876712,1.0,6815.49,8.826953241766038
F,False,False,0,Assalariado,Secundário,Viúvo,Casa,56,15.443835616438356,1.0,18227.85,9.810705923251824
M,True,False,2,Assalariado,Secundário,Casado,Casa,26,7.293150684931509,4.0,10508.26,9.259916893552239
M,False,False,1,Empresário,Primário,Casado,Casa,29,6.802739726027397,3.0,3384.14,8.126855091028743
M,True,True,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,4643.65,8.44325597391388
M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,11388.09,9.340323351422548
M,True,True,1,Pensionista,Secundário,Casado,Casa,42,0.0,3.0,6534.76,8.784890900058759
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,51,6.865753424657536,1.0,1899.97,7.549593375556192
F,False,False,0,Assalariado,Secundário,Separado,Casa,54,1.5369863013698633,1.0,1392.49,7.238848790447108
M,False,True,1,Empresário,Secundário,União,Casa,46,14.375342465753429,3.0,16102.27,9.686715534822683
F,True,False,1,Assalariado,Superior completo,Casado,Com os pais,30,5.153424657534247,3.0,2963.48,7.994119532428336
F,False,False,0,Pensionista,Secundário,União,Casa,61,0.0,2.0,2442.66,7.80084288842449
F,True,False,0,Assalariado,Secundário,Casado,Casa,50,4.76986301369863,2.0,5758.22,8.658383678153236
F,False,True,0,Servidor público,Secundário,Separado,Casa,39,0.8273972602739726,1.0,4265.71,8.358363917348816
F,False,True,1,Assalariado,Secundário,Casado,Casa,38,12.802739726027394,3.0,18440.47,9.822302984855185
M,False,True,1,Assalariado,Secundário,Casado,Casa,34,1.0054794520547945,3.0,3186.41,8.066650170200447
F,False,True,0,Servidor público,Secundário,União,Casa,50,16.528767123287672,2.0,15069.59,9.62043408488017
F,False,False,0,Assalariado,Secundário,Casado,Casa,54,9.597260273972603,2.0,2281.59,7.732627847321171
F,False,True,0,Pensionista,Secundário,Casado,Casa,66,0.0,2.0,1948.77,7.574953683308418
M,True,True,1,Assalariado,Secundário,Casado,Casa,47,0.5561643835616439,3.0,1907.44,7.553517307880152
F,True,False,0,Servidor público,Superior completo,União,Casa,45,19.534246575342465,2.0,2063.4,7.632110386666276
F,False,False,0,Assalariado,Superior completo,Casado,Casa,37,5.205479452054795,2.0,2970.94,7.996633680038217
F,False,False,1,Assalariado,Superior completo,Separado,Casa,45,2.7150684931506848,2.0,2781.74,7.930831910171997
F,False,False,0,Servidor público,Superior completo,União,Casa,60,14.287671232876711,2.0,3773.29,8.235702578924181
M,True,False,0,Assalariado,Superior completo,Casado,Com os pais,28,1.1945205479452057,2.0,2097.51,7.64850620591045
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,7906.48,8.97543795539589
F,True,False,0,Empresário,Superior completo,Casado,Casa,46,9.473972602739726,2.0,3243.95,8.084547002046238
M,False,True,1,Assalariado,Secundário,Casado,Casa,51,4.035616438356166,3.0,17626.91,9.777181990603323
F,False,True,1,Assalariado,Superior completo,Casado,Casa,34,6.383561643835616,3.0,2045.83,7.623558854105437
F,False,False,0,Pensionista,Secundário,Viúvo,Casa,65,0.0,1.0,450.05,6.109358687703094
F,True,True,1,Assalariado,Superior completo,Casado,Casa,40,12.073972602739724,3.0,3706.01,8.217711105168702
F,True,True,0,Pensionista,Superior completo,Casado,Casa,55,0.0,2.0,4375.93,8.383874347630181
F,False,True,1,Assalariado,Superior completo,Casado,Casa,37,9.808219178082194,3.0,5420.92,8.598020821726617
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,0.0,1.0,1862.72,7.52979306408337
F,True,True,0,Assalariado,Secundário,Casado,Governamental,52,16.545205479452054,2.0,7953.46,8.981362333093355
M,False,True,2,Empresário,Superior completo,Casado,Casa,33,5.991780821917808,4.0,10893.77,9.295946345181735
F,True,False,0,Assalariado,Secundário,Casado,Casa,40,2.1863013698630143,2.0,1016.32,6.923943539178661
M,True,True,0,Assalariado,Secundário,União,Casa,29,3.602739726027397,2.0,1804.64,7.498116404891607
F,False,True,0,Pensionista,Primário,Casado,Casa,59,0.0,2.0,4195.89,8.341860753729279
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,1157.98,7.054432386826625
F,True,True,1,Empresário,Superior completo,Casado,Casa,45,7.315068493150685,3.0,2509.28,7.827751138386114
F,False,True,2,Empresário,Superior completo,União,Governamental,31,0.6301369863013698,4.0,2676.21,7.892156893505414
F,False,False,0,Empresário,Superior completo,Separado,Com os pais,43,1.1835616438356165,1.0,2785.49,7.932179079434681
M,True,True,1,Assalariado,Superior completo,Casado,Estúdio,50,7.191780821917808,3.0,4472.11,8.40561561202795
F,True,False,1,Assalariado,Superior completo,Separado,Com os pais,36,12.183561643835615,2.0,2999.59,8.00623089164384
F,False,True,0,Empresário,Superior incompleto,Casado,Casa,25,2.893150684931507,2.0,1694.63,7.435219706900475
M,False,True,0,Assalariado,Secundário,Casado,Casa,43,20.11232876712329,2.0,5060.34,8.529188953700007
F,True,True,0,Empresário,Superior completo,Casado,Casa,44,0.8602739726027397,2.0,1057.29,6.96346430964022
M,True,False,0,Assalariado,Secundário,Casado,Casa,27,3.602739726027397,2.0,4348.98,8.377696613828729
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,24,3.104109589041096,1.0,2715.22,7.906628260392727
F,False,True,1,Assalariado,Superior completo,Solteiro,Casa,41,17.123287671232873,2.0,2452.22,7.804749015706631
F,False,True,0,Empresário,Secundário,Casado,Casa,48,5.978082191780822,2.0,1348.74,7.206926102272384
M,True,True,0,Assalariado,Superior completo,Casado,Casa,39,4.210958904109589,2.0,8298.91,9.023879459859563
F,False,True,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,2763.64,7.924303930384551
M,True,True,0,Assalariado,Secundário,Casado,Casa,29,4.410958904109589,2.0,5136.62,8.54415055459505
M,True,True,1,Assalariado,Superior completo,Casado,Casa,31,8.517808219178082,3.0,15078.13,9.621000628567614
M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,49,7.701369863013697,1.0,5316.91,8.578647586522635
M,True,True,0,Assalariado,Primário,Casado,Com os pais,27,5.112328767123287,2.0,3736.38,8.225872507238408
F,False,False,2,Servidor público,Superior completo,Casado,Casa,30,7.693150684931508,4.0,2305.47,7.743039839200355
F,False,True,0,Empresário,Secundário,Casado,Casa,48,3.52054794520548,2.0,4533.0,8.41913925094085
F,False,True,1,Assalariado,Secundário,Casado,Casa,54,28.73972602739726,3.0,2751.71,7.919977815593616
F,False,False,0,Servidor público,Superior completo,Casado,Comunitário,49,20.468493150684928,2.0,8911.12,9.095055214024123
F,False,False,0,Assalariado,Superior completo,Casado,Governamental,49,31.372602739726037,2.0,7234.88,8.886669052887951
F,True,False,1,Assalariado,Superior completo,Casado,Casa,31,10.353424657534246,3.0,2817.15,7.943481014595056
F,False,True,0,Assalariado,Secundário,Casado,Governamental,42,2.1095890410958904,2.0,1358.79,7.214349876824553
F,True,True,1,Servidor público,Secundário,Casado,Casa,37,0.5150684931506849,3.0,944.04,6.850168538129151
M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,41,6.852054794520547,3.0,7945.86,8.980406317291566
F,False,True,1,Assalariado,Secundário,Casado,Casa,33,2.1342465753424658,3.0,4331.3,8.373623006883125
M,False,False,3,Assalariado,Superior completo,União,Com os pais,33,3.895890410958904,5.0,10173.11,9.227503243671492
F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,56,15.136986301369864,1.0,2191.42,7.69230501451539
F,False,True,0,Empresário,Secundário,Casado,Casa,51,19.534246575342465,2.0,9452.82,9.154068388669987
F,False,False,0,Empresário,Superior completo,Solteiro,Com os pais,24,0.6219178082191781,1.0,2428.27,7.794934348632748
M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,1928.65,7.564575555282067
F,False,False,0,Assalariado,Secundário,Separado,Casa,44,1.4109589041095891,1.0,3405.74,8.133217522431039
F,False,True,2,Empresário,Secundário,Casado,Casa,36,5.101369863013699,4.0,1865.42,7.531241507796347
F,False,True,0,Empresário,Superior incompleto,Casado,Casa,29,4.435616438356164,2.0,2811.33,7.941412959960671
F,True,True,0,Empresário,Superior completo,Casado,Casa,47,1.1424657534246576,2.0,2965.55,7.994817791699787
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,54,6.531506849315067,1.0,4939.11,8.504940432007535
M,True,True,0,Empresário,Secundário,Solteiro,Casa,55,9.443835616438356,1.0,19722.28,9.889504240134562
M,True,True,5,Assalariado,Secundário,Casado,Comunitário,31,7.471232876712329,7.0,7269.87,8.891493688662045
F,False,False,1,Assalariado,Superior completo,Casado,Casa,27,1.556164383561644,3.0,910.38,6.813862094765205
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,923.08,6.827715904636379
F,False,True,2,Assalariado,Secundário,Casado,Casa,34,11.221917808219178,4.0,8182.88,9.009799445871401
F,False,True,0,Pensionista,Superior completo,Casado,Casa,64,0.0,2.0,2146.37,7.6715333221221975
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,54,23.02739726027397,1.0,4375.03,8.383668655911062
F,True,True,0,Assalariado,Secundário,Casado,Casa,32,4.975342465753425,2.0,3164.77,8.059835662111473
M,True,False,0,Assalariado,Superior completo,Casado,Casa,27,2.2849315068493152,2.0,5759.05,8.658527809531842
F,False,False,1,Empresário,Superior completo,Solteiro,Casa,40,0.3397260273972603,2.0,1179.79,7.07309173552017
F,False,True,0,Empresário,Primário,Casado,Casa,28,8.471232876712326,2.0,1355.43,7.211874026144539
F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,5791.2,8.664094802978932
F,False,False,0,Assalariado,Secundário,União,Casa,37,1.202739726027397,2.0,3645.2,8.201166512621972
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,6.583561643835616,1.0,10637.76,9.27216521441607
M,True,True,0,Assalariado,Secundário,Casado,Casa,60,4.441095890410959,2.0,3611.9,8.191989228660823
M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,11394.5,9.340886061822825
M,True,False,2,Empresário,Superior incompleto,Casado,Casa,30,1.8,4.0,7833.97,8.966224684757123
F,False,True,1,Assalariado,Secundário,Solteiro,Casa,56,22.01643835616439,2.0,5524.73,8.616989656413555
M,True,False,2,Servidor público,Secundário,Casado,Com os pais,42,16.523287671232875,4.0,10838.62,9.290870960616443
F,False,True,0,Servidor público,Secundário,União,Casa,50,16.528767123287672,2.0,5448.52,8.603099291145268
F,False,True,0,Servidor público,Secundário,União,Casa,44,20.194520547945206,2.0,4586.26,8.43082015609775
M,True,False,0,Assalariado,Superior completo,Casado,Com os pais,30,5.717808219178082,2.0,4662.75,8.447360681817557
F,False,True,0,Pensionista,Superior completo,Solteiro,Casa,64,0.0,1.0,1022.16,6.929673314283067
F,True,True,0,Assalariado,Secundário,Viúvo,Casa,53,7.213698630136986,1.0,3023.42,8.014143919961855
F,False,True,0,Assalariado,Secundário,Separado,Casa,53,2.9616438356164383,1.0,4037.24,8.303316569172553
F,False,True,0,Empresário,Superior completo,Casado,Casa,31,6.490410958904111,2.0,16163.45,9.690507799388328
F,False,False,0,Empresário,Secundário,União,Casa,25,3.687671232876713,2.0,1787.34,7.4884837600723495
F,False,False,0,Pensionista,Secundário,Viúvo,Casa,62,0.0,1.0,1418.51,7.257362303924444
M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,28,0.6328767123287671,1.0,5834.37,8.671521569739896
F,False,True,1,Assalariado,Superior completo,União,Casa,29,6.504109589041097,3.0,4425.04,8.395034596949197
F,False,True,1,Assalariado,Superior completo,Casado,Casa,35,3.6821917808219182,3.0,1663.85,7.416889473087149
M,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.468493150684933,2.0,7781.2,8.959465846923662
F,True,True,0,Assalariado,Superior completo,Casado,Com os pais,41,17.68767123287671,2.0,2518.22,7.831307581716984
F,False,True,0,Pensionista,Secundário,Casado,Casa,60,0.0,2.0,2689.09,7.8969581254001024
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,9.205479452054792,2.0,3125.39,8.04731435438363
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,46,24.64383561643836,1.0,2896.32,7.971196244638806
F,True,False,0,Assalariado,Superior incompleto,Casado,Com os pais,24,1.906849315068493,2.0,784.91,6.665569061528102
M,False,True,1,Empresário,Superior completo,Casado,Casa,39,15.898630136986304,3.0,16464.48,9.708960612167797
F,False,True,0,Assalariado,Superior completo,Casado,Casa,37,11.605479452054794,2.0,2477.03,7.814815540841128
F,False,True,0,Assalariado,Superior completo,Casado,Casa,35,2.2,2.0,3235.38,8.081901665260613
F,True,True,0,Servidor público,Secundário,Casado,Casa,51,23.31232876712329,2.0,9215.75,9.128669255831625
F,True,True,0,Assalariado,Secundário,Casado,Casa,44,25.728767123287675,2.0,3850.17,8.255872582151145
